Date/Time,Year,Month,Day,Total Precip (mm),Label
2008-09-28,2008,9,28,18.6,6
2008-09-29,2008,9,29,0.2,2
2008-09-30,2008,9,30,0.3,2
2008-10-01,2008,10,1,0,1
2008-10-02,2008,10,2,2.2,2
2008-10-03,2008,10,3,1.5,2
2008-10-04,2008,10,4,0,1
2008-10-05,2008,10,5,0,1
2008-10-06,2008,10,6,0.2,2
2008-10-07,2008,10,7,0,1
2008-10-08,2008,10,8,0,1
2008-10-09,2008,10,9,1.8,2
2008-10-10,2008,10,10,0,1
2008-10-11,2008,10,11,0,1
2008-10-12,2008,10,12,0,1
2008-10-13,2008,10,13,3.9,2
2008-10-14,2008,10,14,0.4,2
2008-10-15,2008,10,15,0,1
2008-10-16,2008,10,16,8,4
2008-10-17,2008,10,17,1.2,2
2008-10-18,2008,10,18,0,1
2008-10-19,2008,10,19,0,1
2008-10-20,2008,10,20,5.9,3
2008-10-21,2008,10,21,0,1
2008-10-22,2008,10,22,1.3,2
2008-10-23,2008,10,23,0.2,2
2008-10-24,2008,10,24,0,1
2008-10-25,2008,10,25,0,1
2008-10-26,2008,10,26,0,1
2008-10-27,2008,10,27,30.8,9
2008-10-28,2008,10,28,3.4,2
2008-10-29,2008,10,29,0.4,2
2008-10-30,2008,10,30,0.2,2
2008-10-31,2008,10,31,0,1
2008-11-01,2008,11,1,0,1
2008-11-02,2008,11,2,0.2,2
2008-11-03,2008,11,3,0.2,2
2008-11-04,2008,11,4,0,1
2008-11-05,2008,11,5,0,1
2008-11-06,2008,11,6,0,1
2008-11-07,2008,11,7,11.6,4
2008-11-08,2008,11,8,0.4,2
2008-11-09,2008,11,9,1,2
2008-11-10,2008,11,10,0.2,2
2008-11-11,2008,11,11,0,1
2008-11-12,2008,11,12,0.2,2
2008-11-13,2008,11,13,0,1
2008-11-14,2008,11,14,13.3,5
2008-11-15,2008,11,15,17.8,6
2008-11-16,2008,11,16,23.1,7
2008-11-17,2008,11,17,0.2,2
2008-11-18,2008,11,18,15.9,5
2008-11-19,2008,11,19,20.1,7
2008-11-20,2008,11,20,0.6,2
2008-11-21,2008,11,21,9.7,4
2008-11-22,2008,11,22,41.1,10
2008-11-23,2008,11,23,8.2,4
2008-11-24,2008,11,24,0,1
2008-11-25,2008,11,25,0,1
2008-11-26,2008,11,26,4.1,3
2008-11-27,2008,11,27,1.2,2
2008-11-28,2008,11,28,1.2,2
2008-11-29,2008,11,29,0.4,2
2008-11-30,2008,11,30,2.4,2
2008-12-01,2008,12,1,27.5,8
2008-12-02,2008,12,2,0,1
2008-12-03,2008,12,3,0,1
2008-12-04,2008,12,4,0,1
2008-12-05,2008,12,5,0.3,2
2008-12-06,2008,12,6,0.2,2
2008-12-07,2008,12,7,36.5,10
2008-12-08,2008,12,8,3.7,2
2008-12-09,2008,12,9,4.3,3
2008-12-10,2008,12,10,18.5,6
2008-12-11,2008,12,11,25.9,8
2008-12-12,2008,12,12,33.3,10
2008-12-13,2008,12,13,0,1
2008-12-14,2008,12,14,0,1
2008-12-15,2008,12,15,0.4,2
2008-12-16,2008,12,16,5.7,3
2008-12-17,2008,12,17,10.1,4
2008-12-18,2008,12,18,0,1
2008-12-19,2008,12,19,0,1
2008-12-20,2008,12,20,0,1
2008-12-21,2008,12,21,13.2,5
2008-12-22,2008,12,22,2.5,2
2008-12-23,2008,12,23,0,1
2008-12-24,2008,12,24,10.5,4
2008-12-25,2008,12,25,13.8,5
2008-12-26,2008,12,26,0,1
2008-12-27,2008,12,27,5.4,3
2008-12-28,2008,12,28,5.9,3
2008-12-29,2008,12,29,0.4,2
2008-12-30,2008,12,30,0,1
2008-12-31,2008,12,31,5.4,3
2009-01-01,2009,1,1,5.2,3
2009-01-02,2009,1,2,0.3,2
2009-01-03,2009,1,3,1.3,2
2009-01-04,2009,1,4,0,1
2009-01-05,2009,1,5,0.9,2
2009-01-06,2009,1,6,0,1
2009-01-07,2009,1,7,15.8,5
2009-01-08,2009,1,8,3.9,2
2009-01-09,2009,1,9,0,1
2009-01-10,2009,1,10,0.5,2
2009-01-11,2009,1,11,8.1,4
2009-01-12,2009,1,12,2.7,2
2009-01-13,2009,1,13,5.7,3
2009-01-14,2009,1,14,12.4,5
2009-01-15,2009,1,15,0.4,2
2009-01-16,2009,1,16,0,1
2009-01-17,2009,1,17,0,1
2009-01-18,2009,1,18,17.9,6
2009-01-19,2009,1,19,9,4
2009-01-20,2009,1,20,0,1
2009-01-21,2009,1,21,0,1
2009-01-22,2009,1,22,1.1,2
2009-01-23,2009,1,23,0,1
2009-01-24,2009,1,24,0,1
2009-01-25,2009,1,25,0,1
2009-01-26,2009,1,26,0,1
2009-01-27,2009,1,27,0,1
2009-01-28,2009,1,28,20.3,7
2009-01-29,2009,1,29,20.1,7
2009-01-30,2009,1,30,0,1
2009-01-31,2009,1,31,1.1,2
2009-02-01,2009,2,1,43.5,10
2009-02-02,2009,2,2,,Null
2009-02-03,2009,2,3,,Null
2009-02-04,2009,2,4,,Null
2009-02-05,2009,2,5,,Null
2009-02-06,2009,2,6,0.2,2
2009-02-07,2009,2,7,2.7,2
2009-02-08,2009,2,8,1.2,2
2009-02-09,2009,2,9,,Null
2009-02-10,2009,2,10,,Null
2009-02-11,2009,2,11,0.2,2
2009-02-12,2009,2,12,10.1,4
2009-02-13,2009,2,13,,Null
2009-02-14,2009,2,14,0.2,2
2009-02-15,2009,2,15,,Null
2009-02-16,2009,2,16,,Null
2009-02-17,2009,2,17,,Null
2009-02-18,2009,2,18,,Null
2009-02-19,2009,2,19,9.9,4
2009-02-20,2009,2,20,,Null
2009-02-21,2009,2,21,,Null
2009-02-22,2009,2,22,5.7,3
2009-02-23,2009,2,23,21.3,7
2009-02-24,2009,2,24,,Null
2009-02-25,2009,2,25,,Null
2009-02-26,2009,2,26,,Null
2009-02-27,2009,2,27,,Null
2009-02-28,2009,2,28,,Null
2009-03-01,2009,3,1,5,3
2009-03-02,2009,3,2,40.1,10
2009-03-03,2009,3,3,1,2
2009-03-04,2009,3,4,0,1
2009-03-05,2009,3,5,,Null
2009-03-06,2009,3,6,7.7,3
2009-03-07,2009,3,7,0.4,2
2009-03-08,2009,3,8,10.4,4
2009-03-09,2009,3,9,0,1
2009-03-10,2009,3,10,0,1
2009-03-11,2009,3,11,15.1,5
2009-03-12,2009,3,12,0,1
2009-03-13,2009,3,13,0,1
2009-03-14,2009,3,14,0,1
2009-03-15,2009,3,15,0,1
2009-03-16,2009,3,16,,Null
2009-03-17,2009,3,17,0,1
2009-03-18,2009,3,18,0,1
2009-03-19,2009,3,19,6,3
2009-03-20,2009,3,20,0.3,2
2009-03-21,2009,3,21,0,1
2009-03-22,2009,3,22,0,1
2009-03-23,2009,3,23,3.2,2
2009-03-24,2009,3,24,1,2
2009-03-25,2009,3,25,0,1
2009-03-26,2009,3,26,0,1
2009-03-27,2009,3,27,0,1
2009-03-28,2009,3,28,0,1
2009-03-29,2009,3,29,1.6,2
2009-03-30,2009,3,30,39.7,10
2009-03-31,2009,3,31,3.2,2
2009-04-01,2009,4,1,0.2,2
2009-04-02,2009,4,2,0,1
2009-04-03,2009,4,3,30.3,9
2009-04-04,2009,4,4,14.4,5
2009-04-05,2009,4,5,0.4,2
2009-04-06,2009,4,6,0,1
2009-04-07,2009,4,7,20.7,7
2009-04-08,2009,4,8,0,1
2009-04-09,2009,4,9,0,1
2009-04-10,2009,4,10,0,1
2009-04-11,2009,4,11,16,6
2009-04-12,2009,4,12,10.7,4
2009-04-13,2009,4,13,2.9,2
2009-04-14,2009,4,14,,Null
2009-04-15,2009,4,15,0,1
2009-04-16,2009,4,16,0,1
2009-04-17,2009,4,17,0,1
2009-04-18,2009,4,18,0,1
2009-04-19,2009,4,19,0,1
2009-04-20,2009,4,20,0,1
2009-04-21,2009,4,21,5.2,3
2009-04-22,2009,4,22,21.5,7
2009-04-23,2009,4,23,1,2
2009-04-24,2009,4,24,0,1
2009-04-25,2009,4,25,0.2,2
2009-04-26,2009,4,26,0.2,2
2009-04-27,2009,4,27,0,1
2009-04-28,2009,4,28,0,1
2009-04-29,2009,4,29,0,1
2009-04-30,2009,4,30,0,1
2009-05-01,2009,5,1,5.6,3
2009-05-02,2009,5,2,5.8,3
2009-05-03,2009,5,3,0.2,2
2009-05-04,2009,5,4,0,1
2009-05-05,2009,5,5,8.8,4
2009-05-06,2009,5,6,13.2,5
2009-05-07,2009,5,7,16.1,6
2009-05-08,2009,5,8,4.9,3
2009-05-09,2009,5,9,1.4,2
2009-05-10,2009,5,10,0.2,2
2009-05-11,2009,5,11,0,1
2009-05-12,2009,5,12,0,1
2009-05-13,2009,5,13,0.2,2
2009-05-14,2009,5,14,0,1
2009-05-15,2009,5,15,1.3,2
2009-05-16,2009,5,16,3.1,2
2009-05-17,2009,5,17,4.9,3
2009-05-18,2009,5,18,10,4
2009-05-19,2009,5,19,0.2,2
2009-05-20,2009,5,20,0.2,2
2009-05-21,2009,5,21,0,1
2009-05-22,2009,5,22,0,1
2009-05-23,2009,5,23,0,1
2009-05-24,2009,5,24,3.8,2
2009-05-25,2009,5,25,0.2,2
2009-05-26,2009,5,26,0,1
2009-05-27,2009,5,27,2.4,2
2009-05-28,2009,5,28,0.9,2
2009-05-29,2009,5,29,7.1,3
2009-05-30,2009,5,30,1.1,2
2009-05-31,2009,5,31,7.6,3
2009-06-01,2009,6,1,5.4,3
2009-06-02,2009,6,2,0,1
2009-06-03,2009,6,3,0,1
2009-06-04,2009,6,4,0,1
2009-06-05,2009,6,5,0,1
2009-06-06,2009,6,6,5.5,3
2009-06-07,2009,6,7,0.2,2
2009-06-08,2009,6,8,0,1
2009-06-09,2009,6,9,0,1
2009-06-10,2009,6,10,0,1
2009-06-11,2009,6,11,19.1,6
2009-06-12,2009,6,12,14.4,5
2009-06-13,2009,6,13,0,1
2009-06-14,2009,6,14,0,1
2009-06-15,2009,6,15,0.2,2
2009-06-16,2009,6,16,0,1
2009-06-17,2009,6,17,0,1
2009-06-18,2009,6,18,0,1
2009-06-19,2009,6,19,0,1
2009-06-20,2009,6,20,16.1,6
2009-06-21,2009,6,21,11.8,4
2009-06-22,2009,6,22,15.4,5
2009-06-23,2009,6,23,7.2,3
2009-06-24,2009,6,24,1.1,2
2009-06-25,2009,6,25,0.2,2
2009-06-26,2009,6,26,0,1
2009-06-27,2009,6,27,0.2,2
2009-06-28,2009,6,28,6,3
2009-06-29,2009,6,29,15.6,5
2009-06-30,2009,6,30,0.4,2
2009-07-01,2009,7,1,0.7,2
2009-07-02,2009,7,2,0.6,2
2009-07-03,2009,7,3,0.8,2
2009-07-04,2009,7,4,8.2,4
2009-07-05,2009,7,5,0.8,2
2009-07-06,2009,7,6,0,1
2009-07-07,2009,7,7,0,1
2009-07-08,2009,7,8,0,1
2009-07-09,2009,7,9,0,1
2009-07-10,2009,7,10,0,1
2009-07-11,2009,7,11,0,1
2009-07-12,2009,7,12,0,1
2009-07-13,2009,7,13,3.8,2
2009-07-14,2009,7,14,0,1
2009-07-15,2009,7,15,3.4,2
2009-07-16,2009,7,16,0.2,2
2009-07-17,2009,7,17,2.2,2
2009-07-18,2009,7,18,8.4,4
2009-07-19,2009,7,19,0.2,2
2009-07-20,2009,7,20,0,1
2009-07-21,2009,7,21,0,1
2009-07-22,2009,7,22,27.9,8
2009-07-23,2009,7,23,0.6,2
2009-07-24,2009,7,24,19.1,6
2009-07-25,2009,7,25,0.2,2
2009-07-26,2009,7,26,0,1
2009-07-27,2009,7,27,0.2,2
2009-07-28,2009,7,28,0,1
2009-07-29,2009,7,29,0,1
2009-07-30,2009,7,30,4,3
2009-07-31,2009,7,31,1.2,2
2009-08-01,2009,8,1,0.2,2
2009-08-02,2009,8,2,0.4,2
2009-08-03,2009,8,3,31.2,9
2009-08-04,2009,8,4,0,1
2009-08-05,2009,8,5,0,1
2009-08-06,2009,8,6,1,2
2009-08-07,2009,8,7,2.2,2
2009-08-08,2009,8,8,0,1
2009-08-09,2009,8,9,0,1
2009-08-10,2009,8,10,6.9,3
2009-08-11,2009,8,11,0.6,2
2009-08-12,2009,8,12,0.2,2
2009-08-13,2009,8,13,0,1
2009-08-14,2009,8,14,0,1
2009-08-15,2009,8,15,0,1
2009-08-16,2009,8,16,0,1
2009-08-17,2009,8,17,0,1
2009-08-18,2009,8,18,0,1
2009-08-19,2009,8,19,0,1
2009-08-20,2009,8,20,0,1
2009-08-21,2009,8,21,0,1
2009-08-22,2009,8,22,0,1
2009-08-23,2009,8,23,61.2,10
2009-08-24,2009,8,24,2.6,2
2009-08-25,2009,8,25,0.2,2
2009-08-26,2009,8,26,0,1
2009-08-27,2009,8,27,0,1
2009-08-28,2009,8,28,0,1
2009-08-29,2009,8,29,64.2,10
2009-08-30,2009,8,30,11.9,4
2009-08-31,2009,8,31,1.2,2
2009-09-01,2009,9,1,0.2,2
2009-09-02,2009,9,2,0,1
2009-09-03,2009,9,3,0,1
2009-09-04,2009,9,4,0,1
2009-09-05,2009,9,5,0,1
2009-09-06,2009,9,6,0,1
2009-09-07,2009,9,7,0,1
2009-09-08,2009,9,8,0,1
2009-09-09,2009,9,9,0,1
2009-09-10,2009,9,10,0,1
2009-09-11,2009,9,11,0,1
2009-09-12,2009,9,12,0,1
2009-09-13,2009,9,13,6.2,3
2009-09-14,2009,9,14,0.2,2
2009-09-15,2009,9,15,16.4,6
2009-09-16,2009,9,16,0.2,2
2009-09-17,2009,9,17,0,1
2009-09-18,2009,9,18,0,1
2009-09-19,2009,9,19,0,1
2009-09-20,2009,9,20,0,1
2009-09-21,2009,9,21,0,1
2009-09-22,2009,9,22,0,1
2009-09-23,2009,9,23,0,1
2009-09-24,2009,9,24,0.6,2
2009-09-25,2009,9,25,1.7,2
2009-09-26,2009,9,26,0.2,2
2009-09-27,2009,9,27,2.2,2
2009-09-28,2009,9,28,22.7,7
2009-09-29,2009,9,29,0,1
2009-09-30,2009,9,30,2.5,2
2009-10-01,2009,10,1,0.2,2
2009-10-02,2009,10,2,0,1
2009-10-03,2009,10,3,0.2,2
2009-10-04,2009,10,4,37.9,10
2009-10-05,2009,10,5,11.3,4
2009-10-06,2009,10,6,0.2,2
2009-10-07,2009,10,7,40,10
2009-10-08,2009,10,8,4.8,3
2009-10-09,2009,10,9,0.2,2
2009-10-10,2009,10,10,13.7,5
2009-10-11,2009,10,11,0.4,2
2009-10-12,2009,10,12,0.2,2
2009-10-13,2009,10,13,16.5,6
2009-10-14,2009,10,14,0.4,2
2009-10-15,2009,10,15,0.2,2
2009-10-16,2009,10,16,10,4
2009-10-17,2009,10,17,0,1
2009-10-18,2009,10,18,24.8,8
2009-10-19,2009,10,19,8.7,4
2009-10-20,2009,10,20,0,1
2009-10-21,2009,10,21,0,1
2009-10-22,2009,10,22,2.4,2
2009-10-23,2009,10,23,0.2,2
2009-10-24,2009,10,24,13.3,5
2009-10-25,2009,10,25,18.2,6
2009-10-26,2009,10,26,0,1
2009-10-27,2009,10,27,0,1
2009-10-28,2009,10,28,0,1
2009-10-29,2009,10,29,0,1
2009-10-30,2009,10,30,0,1
2009-10-31,2009,10,31,0,1
2009-11-01,2009,11,1,7.1,3
2009-11-02,2009,11,2,0,1
2009-11-03,2009,11,3,12.1,5
2009-11-04,2009,11,4,0,1
2009-11-05,2009,11,5,7.3,3
2009-11-06,2009,11,6,31.5,9
2009-11-07,2009,11,7,0,1
2009-11-08,2009,11,8,0,1
2009-11-09,2009,11,9,0,1
2009-11-10,2009,11,10,0,1
2009-11-11,2009,11,11,0,1
2009-11-12,2009,11,12,0,1
2009-11-13,2009,11,13,0,1
2009-11-14,2009,11,14,0,1
2009-11-15,2009,11,15,3.1,2
2009-11-16,2009,11,16,1.1,2
2009-11-17,2009,11,17,0.2,2
2009-11-18,2009,11,18,0.2,2
2009-11-19,2009,11,19,0,1
2009-11-20,2009,11,20,5.4,3
2009-11-21,2009,11,21,0,1
2009-11-22,2009,11,22,0,1
2009-11-23,2009,11,23,0,1
2009-11-24,2009,11,24,6.1,3
2009-11-25,2009,11,25,5.1,3
2009-11-26,2009,11,26,5.4,3
2009-11-27,2009,11,27,24.6,8
2009-11-28,2009,11,28,0.6,2
2009-11-29,2009,11,29,0,1
2009-11-30,2009,11,30,4.3,3
2009-12-01,2009,12,1,2.8,2
2009-12-02,2009,12,2,0,1
2009-12-03,2009,12,3,36.3,10
2009-12-04,2009,12,4,0,1
2009-12-05,2009,12,5,9.3,4
2009-12-06,2009,12,6,14.9,5
2009-12-07,2009,12,7,0.2,2
2009-12-08,2009,12,8,0,1
2009-12-09,2009,12,9,17.1,6
2009-12-10,2009,12,10,3.3,2
2009-12-11,2009,12,11,0,1
2009-12-12,2009,12,12,0.2,2
2009-12-13,2009,12,13,2.1,2
2009-12-14,2009,12,14,5.9,3
2009-12-15,2009,12,15,1.7,2
2009-12-16,2009,12,16,1.7,2
2009-12-17,2009,12,17,0.2,2
2009-12-18,2009,12,18,0.4,2
2009-12-19,2009,12,19,0,1
2009-12-20,2009,12,20,11.2,4
2009-12-21,2009,12,21,4.9,3
2009-12-22,2009,12,22,2,2
2009-12-23,2009,12,23,21.7,7
2009-12-24,2009,12,24,6.6,3
2009-12-25,2009,12,25,0,1
2009-12-26,2009,12,26,0,1
2009-12-27,2009,12,27,7.8,3
2009-12-28,2009,12,28,4.1,3
2009-12-29,2009,12,29,0.8,2
2009-12-30,2009,12,30,0,1
2009-12-31,2009,12,31,0,1
2010-01-01,2010,1,1,7.2,3
2010-01-02,2010,1,2,45.6,10
2010-01-03,2010,1,3,2.3,2
2010-01-04,2010,1,4,0.4,2
2010-01-05,2010,1,5,0.9,2
2010-01-06,2010,1,6,0,1
2010-01-07,2010,1,7,0.2,2
2010-01-08,2010,1,8,1.1,2
2010-01-09,2010,1,9,0.4,2
2010-01-10,2010,1,10,0,1
2010-01-11,2010,1,11,0,1
2010-01-12,2010,1,12,0,1
2010-01-13,2010,1,13,0,1
2010-01-14,2010,1,14,0,1
2010-01-15,2010,1,15,0,1
2010-01-16,2010,1,16,0,1
2010-01-17,2010,1,17,0,1
2010-01-18,2010,1,18,1.5,2
2010-01-19,2010,1,19,0,1
2010-01-20,2010,1,20,4.3,3
2010-01-21,2010,1,21,0.4,2
2010-01-22,2010,1,22,0.2,2
2010-01-23,2010,1,23,0,1
2010-01-24,2010,1,24,0,1
2010-01-25,2010,1,25,2.4,2
2010-01-26,2010,1,26,20,7
2010-01-27,2010,1,27,0,1
2010-01-28,2010,1,28,0.2,2
2010-01-29,2010,1,29,2.1,2
2010-01-30,2010,1,30,0,1
2010-01-31,2010,1,31,0,1
2010-02-01,2010,2,1,0.4,2
2010-02-02,2010,2,2,0,1
2010-02-03,2010,2,3,0.7,2
2010-02-04,2010,2,4,0,1
2010-02-05,2010,2,5,0,1
2010-02-06,2010,2,6,0,1
2010-02-07,2010,2,7,0.9,2
2010-02-08,2010,2,8,0.6,2
2010-02-09,2010,2,9,0,1
2010-02-10,2010,2,10,0.2,2
2010-02-11,2010,2,11,0,1
2010-02-12,2010,2,12,0,1
2010-02-13,2010,2,13,0,1
2010-02-14,2010,2,14,0,1
2010-02-15,2010,2,15,,Null
2010-02-16,2010,2,16,4.4,3
2010-02-17,2010,2,17,11.2,4
2010-02-18,2010,2,18,0.4,2
2010-02-19,2010,2,19,0,1
2010-02-20,2010,2,20,0,1
2010-02-21,2010,2,21,0.2,2
2010-02-22,2010,2,22,0,1
2010-02-23,2010,2,23,0.4,2
2010-02-24,2010,2,24,0,1
2010-02-25,2010,2,25,0,1
2010-02-26,2010,2,26,53.6,10
2010-02-27,2010,2,27,0,1
2010-02-28,2010,2,28,2.7,2
2010-03-01,2010,3,1,15.7,5
2010-03-02,2010,3,2,0,1
2010-03-03,2010,3,3,0,1
2010-03-04,2010,3,4,1.5,2
2010-03-05,2010,3,5,0,1
2010-03-06,2010,3,6,0,1
2010-03-07,2010,3,7,0.9,2
2010-03-08,2010,3,8,0.2,2
2010-03-09,2010,3,9,0,1
2010-03-10,2010,3,10,0,1
2010-03-11,2010,3,11,0.8,2
2010-03-12,2010,3,12,0.3,2
2010-03-13,2010,3,13,0,1
2010-03-14,2010,3,14,0,1
2010-03-15,2010,3,15,0,1
2010-03-16,2010,3,16,0.6,2
2010-03-17,2010,3,17,0.4,2
2010-03-18,2010,3,18,0,1
2010-03-19,2010,3,19,0.9,2
2010-03-20,2010,3,20,0,1
2010-03-21,2010,3,21,0,1
2010-03-22,2010,3,22,2.5,2
2010-03-23,2010,3,23,32.6,10
2010-03-24,2010,3,24,10.4,4
2010-03-25,2010,3,25,0.5,2
2010-03-26,2010,3,26,13.8,5
2010-03-27,2010,3,27,0,1
2010-03-28,2010,3,28,0.2,2
2010-03-29,2010,3,29,0,1
2010-03-30,2010,3,30,0.3,2
2010-03-31,2010,3,31,17,6
2010-04-01,2010,4,1,0.2,2
2010-04-02,2010,4,2,0.2,2
2010-04-03,2010,4,3,0.2,2
2010-04-04,2010,4,4,0,1
2010-04-05,2010,4,5,0,1
2010-04-06,2010,4,6,0,1
2010-04-07,2010,4,7,0.3,2
2010-04-08,2010,4,8,,Null
2010-04-09,2010,4,9,2.4,2
2010-04-10,2010,4,10,5.8,3
2010-04-11,2010,4,11,0,1
2010-04-12,2010,4,12,0,1
2010-04-13,2010,4,13,0,1
2010-04-14,2010,4,14,0.6,2
2010-04-15,2010,4,15,0.2,2
2010-04-16,2010,4,16,0,1
2010-04-17,2010,4,17,0,1
2010-04-18,2010,4,18,22.5,7
2010-04-19,2010,4,19,2.3,2
2010-04-20,2010,4,20,0.2,2
2010-04-21,2010,4,21,0,1
2010-04-22,2010,4,22,0,1
2010-04-23,2010,4,23,0,1
2010-04-24,2010,4,24,0,1
2010-04-25,2010,4,25,0,1
2010-04-26,2010,4,26,0,1
2010-04-27,2010,4,27,4.5,3
2010-04-28,2010,4,28,1.8,2
2010-04-29,2010,4,29,4.7,3
2010-04-30,2010,4,30,0.9,2
2010-05-01,2010,5,1,0,1
2010-05-02,2010,5,2,0,1
2010-05-03,2010,5,3,0,1
2010-05-04,2010,5,4,0,1
2010-05-05,2010,5,5,1.4,2
2010-05-06,2010,5,6,7.2,3
2010-05-07,2010,5,7,0,1
2010-05-08,2010,5,8,10.7,4
2010-05-09,2010,5,9,0.2,2
2010-05-10,2010,5,10,2.3,2
2010-05-11,2010,5,11,1.4,2
2010-05-12,2010,5,12,0,1
2010-05-13,2010,5,13,0,1
2010-05-14,2010,5,14,0,1
2010-05-15,2010,5,15,0,1
2010-05-16,2010,5,16,0.7,2
2010-05-17,2010,5,17,0.2,2
2010-05-18,2010,5,18,0,1
2010-05-19,2010,5,19,27.3,8
2010-05-20,2010,5,20,0.5,2
2010-05-21,2010,5,21,0,1
2010-05-22,2010,5,22,0.2,2
2010-05-23,2010,5,23,0,1
2010-05-24,2010,5,24,0,1
2010-05-25,2010,5,25,0,1
2010-05-26,2010,5,26,0,1
2010-05-27,2010,5,27,1.2,2
2010-05-28,2010,5,28,0.2,2
2010-05-29,2010,5,29,0,1
2010-05-30,2010,5,30,7.8,3
2010-05-31,2010,5,31,0.2,2
2010-06-01,2010,6,1,28.9,9
2010-06-02,2010,6,2,0,1
2010-06-03,2010,6,3,1.4,2
2010-06-04,2010,6,4,0.2,2
2010-06-05,2010,6,5,5.3,3
2010-06-06,2010,6,6,5.3,3
2010-06-07,2010,6,7,15,5
2010-06-08,2010,6,8,0,1
2010-06-09,2010,6,9,0,1
2010-06-10,2010,6,10,0,1
2010-06-11,2010,6,11,0,1
2010-06-12,2010,6,12,0,1
2010-06-13,2010,6,13,0,1
2010-06-14,2010,6,14,0.6,2
2010-06-15,2010,6,15,0.2,2
2010-06-16,2010,6,16,0,1
2010-06-17,2010,6,17,0.2,2
2010-06-18,2010,6,18,0.2,2
2010-06-19,2010,6,19,0,1
2010-06-20,2010,6,20,5.1,3
2010-06-21,2010,6,21,0.2,2
2010-06-22,2010,6,22,0,1
2010-06-23,2010,6,23,11.8,4
2010-06-24,2010,6,24,0.7,2
2010-06-25,2010,6,25,0,1
2010-06-26,2010,6,26,0,1
2010-06-27,2010,6,27,1.2,2
2010-06-28,2010,6,28,28.9,9
2010-06-29,2010,6,29,0.2,2
2010-06-30,2010,6,30,0.2,2
2010-07-01,2010,7,1,0,1
2010-07-02,2010,7,2,0,1
2010-07-03,2010,7,3,0,1
